dataset,query_id,candidate_recall@100
NF-Corpus,PLAIN-2,0.6666666666666666
NF-Corpus,PLAIN-12,0.1
NF-Corpus,PLAIN-23,0.13333333333333333
NF-Corpus,PLAIN-33,0.09375
NF-Corpus,PLAIN-44,0.20689655172413793
NF-Corpus,PLAIN-56,0.12
NF-Corpus,PLAIN-68,0.18181818181818182
NF-Corpus,PLAIN-78,0.0967741935483871
NF-Corpus,PLAIN-91,0.15625
NF-Corpus,PLAIN-102,0.041666666666666664
NF-Corpus,PLAIN-112,0.10714285714285714
NF-Corpus,PLAIN-123,0.09803921568627451
NF-Corpus,PLAIN-133,0.027777777777777776
NF-Corpus,PLAIN-143,0.0784313725490196
NF-Corpus,PLAIN-153,0.23404255319148937
NF-Corpus,PLAIN-165,0.3055555555555556
NF-Corpus,PLAIN-175,0.10810810810810811
NF-Corpus,PLAIN-186,0.041666666666666664
NF-Corpus,PLAIN-196,0.10144927536231885
NF-Corpus,PLAIN-207,0.2909090909090909
NF-Corpus,PLAIN-217,0.05555555555555555
NF-Corpus,PLAIN-227,0.025
NF-Corpus,PLAIN-238,0.037037037037037035
NF-Corpus,PLAIN-248,0.16129032258064516
NF-Corpus,PLAIN-259,0.21428571428571427
NF-Corpus,PLAIN-270,0.25
NF-Corpus,PLAIN-280,0.4
NF-Corpus,PLAIN-291,0.3076923076923077
NF-Corpus,PLAIN-307,1.0
NF-Corpus,PLAIN-320,0.16666666666666666
NF-Corpus,PLAIN-332,0.5
NF-Corpus,PLAIN-344,0.11475409836065574
NF-Corpus,PLAIN-358,0.0
NF-Corpus,PLAIN-371,0.5
NF-Corpus,PLAIN-383,0.2
NF-Corpus,PLAIN-395,0.0
NF-Corpus,PLAIN-407,0.6666666666666666
NF-Corpus,PLAIN-418,0.6666666666666666
NF-Corpus,PLAIN-430,0.625
NF-Corpus,PLAIN-441,1.0
NF-Corpus,PLAIN-457,0.0
NF-Corpus,PLAIN-468,0.6
NF-Corpus,PLAIN-478,0.0
NF-Corpus,PLAIN-488,0.7333333333333333
NF-Corpus,PLAIN-499,0.14705882352941177
NF-Corpus,PLAIN-510,0.0
NF-Corpus,PLAIN-520,0.0
NF-Corpus,PLAIN-531,0.06818181818181818
NF-Corpus,PLAIN-541,0.5
NF-Corpus,PLAIN-551,0.0
NF-Corpus,PLAIN-561,0.08
NF-Corpus,PLAIN-571,0.2857142857142857
NF-Corpus,PLAIN-583,0.0
NF-Corpus,PLAIN-593,0.3333333333333333
NF-Corpus,PLAIN-603,0.0
NF-Corpus,PLAIN-613,0.2
NF-Corpus,PLAIN-623,0.07317073170731707
NF-Corpus,PLAIN-634,0.047619047619047616
NF-Corpus,PLAIN-645,0.0
NF-Corpus,PLAIN-660,0.09473684210526316
NF-Corpus,PLAIN-671,1.0
NF-Corpus,PLAIN-681,1.0
NF-Corpus,PLAIN-691,0.047619047619047616
NF-Corpus,PLAIN-701,0.5
NF-Corpus,PLAIN-711,0.05263157894736842
NF-Corpus,PLAIN-721,0.72
NF-Corpus,PLAIN-731,0.4444444444444444
NF-Corpus,PLAIN-741,0.42105263157894735
NF-Corpus,PLAIN-751,0.0
NF-Corpus,PLAIN-761,0.16666666666666666
NF-Corpus,PLAIN-771,1.0
NF-Corpus,PLAIN-782,0.0
NF-Corpus,PLAIN-792,0.5
NF-Corpus,PLAIN-806,0.25
NF-Corpus,PLAIN-817,0.0
NF-Corpus,PLAIN-827,0.0860655737704918
NF-Corpus,PLAIN-838,0.7777777777777778
NF-Corpus,PLAIN-850,0.08771929824561403
NF-Corpus,PLAIN-872,0.0
NF-Corpus,PLAIN-882,0.13333333333333333
NF-Corpus,PLAIN-892,0.11956521739130435
NF-Corpus,PLAIN-902,0.5
NF-Corpus,PLAIN-913,0.2647058823529412
NF-Corpus,PLAIN-924,0.03125
NF-Corpus,PLAIN-934,0.3564356435643564
NF-Corpus,PLAIN-946,0.06451612903225806
NF-Corpus,PLAIN-956,0.16019417475728157
NF-Corpus,PLAIN-966,0.3333333333333333
NF-Corpus,PLAIN-977,0.3333333333333333
NF-Corpus,PLAIN-987,0.3333333333333333
NF-Corpus,PLAIN-997,0.0
NF-Corpus,PLAIN-1008,0.0
NF-Corpus,PLAIN-1018,0.13333333333333333
NF-Corpus,PLAIN-1028,0.0
NF-Corpus,PLAIN-1039,1.0
NF-Corpus,PLAIN-1050,0.010638297872340425
NF-Corpus,PLAIN-1066,0.0
NF-Corpus,PLAIN-1088,0.4
NF-Corpus,PLAIN-1098,0.0
NF-Corpus,PLAIN-1109,0.12244897959183673
NF-Corpus,PLAIN-1119,0.0
NF-Corpus,PLAIN-1130,1.0
NF-Corpus,PLAIN-1141,0.1875
NF-Corpus,PLAIN-1151,0.06535947712418301
NF-Corpus,PLAIN-1161,0.0
NF-Corpus,PLAIN-1172,0.05263157894736842
NF-Corpus,PLAIN-1183,0.08
NF-Corpus,PLAIN-1193,0.4444444444444444
NF-Corpus,PLAIN-1203,0.16666666666666666
NF-Corpus,PLAIN-1214,0.0
NF-Corpus,PLAIN-1225,0.37037037037037035
NF-Corpus,PLAIN-1236,0.2
NF-Corpus,PLAIN-1249,0.0
NF-Corpus,PLAIN-1262,0.3
NF-Corpus,PLAIN-1275,0.10909090909090909
NF-Corpus,PLAIN-1288,0.05102040816326531
NF-Corpus,PLAIN-1299,0.04918032786885246
NF-Corpus,PLAIN-1309,0.0
NF-Corpus,PLAIN-1320,0.5
NF-Corpus,PLAIN-1331,0.0
NF-Corpus,PLAIN-1342,0.3125
NF-Corpus,PLAIN-1353,0.0
NF-Corpus,PLAIN-1363,0.09090909090909091
NF-Corpus,PLAIN-1374,0.11538461538461539
NF-Corpus,PLAIN-1387,0.6666666666666666
NF-Corpus,PLAIN-1398,0.27184466019417475
NF-Corpus,PLAIN-1409,0.023715415019762844
NF-Corpus,PLAIN-1419,0.03076923076923077
NF-Corpus,PLAIN-1429,0.0
NF-Corpus,PLAIN-1441,0.12903225806451613
NF-Corpus,PLAIN-1453,0.10612244897959183
NF-Corpus,PLAIN-1463,0.375
NF-Corpus,PLAIN-1473,1.0
NF-Corpus,PLAIN-1485,0.0
NF-Corpus,PLAIN-1496,0.0
NF-Corpus,PLAIN-1506,0.13333333333333333
NF-Corpus,PLAIN-1516,0.0
NF-Corpus,PLAIN-1527,0.15841584158415842
NF-Corpus,PLAIN-1537,0.2
NF-Corpus,PLAIN-1547,0.0
NF-Corpus,PLAIN-1557,0.15384615384615385
NF-Corpus,PLAIN-1568,1.0
NF-Corpus,PLAIN-1579,0.2
NF-Corpus,PLAIN-1590,0.2222222222222222
NF-Corpus,PLAIN-1601,0.22972972972972974
NF-Corpus,PLAIN-1611,0.0
NF-Corpus,PLAIN-1621,0.0
NF-Corpus,PLAIN-1635,0.14617169373549885
NF-Corpus,PLAIN-1645,0.16666666666666666
NF-Corpus,PLAIN-1656,0.03571428571428571
NF-Corpus,PLAIN-1667,0.22641509433962265
NF-Corpus,PLAIN-1679,0.0
NF-Corpus,PLAIN-1690,0.25
NF-Corpus,PLAIN-1700,0.0
NF-Corpus,PLAIN-1710,0.8125
NF-Corpus,PLAIN-1721,0.1935483870967742
NF-Corpus,PLAIN-1731,0.6666666666666666
NF-Corpus,PLAIN-1741,0.15714285714285714
NF-Corpus,PLAIN-1752,0.0
NF-Corpus,PLAIN-1762,0.625
NF-Corpus,PLAIN-1772,1.0
NF-Corpus,PLAIN-1784,0.0
NF-Corpus,PLAIN-1794,1.0
NF-Corpus,PLAIN-1805,0.22413793103448276
NF-Corpus,PLAIN-1817,0.2222222222222222
NF-Corpus,PLAIN-1827,0.0
NF-Corpus,PLAIN-1837,0.23979591836734693
NF-Corpus,PLAIN-1847,0.18181818181818182
NF-Corpus,PLAIN-1857,0.18181818181818182
NF-Corpus,PLAIN-1867,0.0
NF-Corpus,PLAIN-1877,0.027777777777777776
NF-Corpus,PLAIN-1887,0.0
NF-Corpus,PLAIN-1897,0.0
NF-Corpus,PLAIN-1909,0.09719222462203024
NF-Corpus,PLAIN-1919,0.6296296296296297
NF-Corpus,PLAIN-1929,0.0
NF-Corpus,PLAIN-1940,0.16666666666666666
NF-Corpus,PLAIN-1950,0.15384615384615385
NF-Corpus,PLAIN-1962,0.0
NF-Corpus,PLAIN-1972,0.0
NF-Corpus,PLAIN-1983,0.5
NF-Corpus,PLAIN-1995,0.09090909090909091
NF-Corpus,PLAIN-2009,0.125
NF-Corpus,PLAIN-2019,0.3333333333333333
NF-Corpus,PLAIN-2030,0.16666666666666666
NF-Corpus,PLAIN-2040,0.12121212121212122
NF-Corpus,PLAIN-2051,0.1267605633802817
NF-Corpus,PLAIN-2061,0.0951219512195122
NF-Corpus,PLAIN-2071,0.2
NF-Corpus,PLAIN-2081,1.0
NF-Corpus,PLAIN-2092,0.5
NF-Corpus,PLAIN-2102,0.09501187648456057
NF-Corpus,PLAIN-2113,0.0
NF-Corpus,PLAIN-2124,0.11764705882352941
NF-Corpus,PLAIN-2134,0.0
NF-Corpus,PLAIN-2145,0.1111111111111111
NF-Corpus,PLAIN-2156,0.5
NF-Corpus,PLAIN-2167,0.0
NF-Corpus,PLAIN-2177,0.125
NF-Corpus,PLAIN-2187,0.2222222222222222
NF-Corpus,PLAIN-2197,0.13793103448275862
NF-Corpus,PLAIN-2209,0.0
NF-Corpus,PLAIN-2220,0.1111111111111111
NF-Corpus,PLAIN-2230,0.0
NF-Corpus,PLAIN-2240,0.45454545454545453
NF-Corpus,PLAIN-2250,0.0
NF-Corpus,PLAIN-2261,0.15
NF-Corpus,PLAIN-2271,0.1
NF-Corpus,PLAIN-2281,0.0
NF-Corpus,PLAIN-2291,0.4
NF-Corpus,PLAIN-2301,0.0
NF-Corpus,PLAIN-2311,0.0
NF-Corpus,PLAIN-2321,0.0
NF-Corpus,PLAIN-2332,0.13402061855670103
NF-Corpus,PLAIN-2343,0.0
NF-Corpus,PLAIN-2354,0.4
NF-Corpus,PLAIN-2364,0.0
NF-Corpus,PLAIN-2375,0.0
NF-Corpus,PLAIN-2386,0.0
NF-Corpus,PLAIN-2396,0.0
NF-Corpus,PLAIN-2408,0.0
NF-Corpus,PLAIN-2430,0.17391304347826086
NF-Corpus,PLAIN-2440,0.0
NF-Corpus,PLAIN-2450,0.18421052631578946
NF-Corpus,PLAIN-2460,0.16129032258064516
NF-Corpus,PLAIN-2470,0.1506849315068493
NF-Corpus,PLAIN-2480,0.3333333333333333
NF-Corpus,PLAIN-2490,0.2608695652173913
NF-Corpus,PLAIN-2500,0.42857142857142855
NF-Corpus,PLAIN-2510,0.5217391304347826
NF-Corpus,PLAIN-2520,0.136986301369863
NF-Corpus,PLAIN-2530,0.3055555555555556
NF-Corpus,PLAIN-2540,0.42857142857142855
NF-Corpus,PLAIN-2550,0.24
NF-Corpus,PLAIN-2560,0.7142857142857143
NF-Corpus,PLAIN-2570,0.1
NF-Corpus,PLAIN-2580,0.13043478260869565
NF-Corpus,PLAIN-2590,0.07936507936507936
NF-Corpus,PLAIN-2600,0.3
NF-Corpus,PLAIN-2610,0.09836065573770492
NF-Corpus,PLAIN-2620,0.10909090909090909
NF-Corpus,PLAIN-2630,0.2708333333333333
NF-Corpus,PLAIN-2640,0.5416666666666666
NF-Corpus,PLAIN-2650,0.3793103448275862
NF-Corpus,PLAIN-2660,0.25925925925925924
NF-Corpus,PLAIN-2670,0.11428571428571428
NF-Corpus,PLAIN-2680,0.2857142857142857
NF-Corpus,PLAIN-2690,0.11627906976744186
NF-Corpus,PLAIN-2700,0.3
NF-Corpus,PLAIN-2710,0.2857142857142857
NF-Corpus,PLAIN-2720,0.19444444444444445
NF-Corpus,PLAIN-2730,0.3448275862068966
NF-Corpus,PLAIN-2740,0.28
NF-Corpus,PLAIN-2750,0.2033898305084746
NF-Corpus,PLAIN-2760,0.0
NF-Corpus,PLAIN-2770,0.2926829268292683
NF-Corpus,PLAIN-2780,0.4090909090909091
NF-Corpus,PLAIN-2790,0.13559322033898305
NF-Corpus,PLAIN-2800,0.16666666666666666
NF-Corpus,PLAIN-2810,0.5
NF-Corpus,PLAIN-2820,0.125
NF-Corpus,PLAIN-2830,0.3333333333333333
NF-Corpus,PLAIN-2840,0.0
NF-Corpus,PLAIN-2850,0.0
NF-Corpus,PLAIN-2860,1.0
NF-Corpus,PLAIN-2870,0.2
NF-Corpus,PLAIN-2880,0.0
NF-Corpus,PLAIN-2890,0.06896551724137931
NF-Corpus,PLAIN-2900,0.16666666666666666
NF-Corpus,PLAIN-2910,0.06666666666666667
NF-Corpus,PLAIN-2920,0.14285714285714285
NF-Corpus,PLAIN-2930,0.2857142857142857
NF-Corpus,PLAIN-2940,0.045454545454545456
NF-Corpus,PLAIN-2950,0.0
NF-Corpus,PLAIN-2960,0.5
NF-Corpus,PLAIN-2970,0.0
NF-Corpus,PLAIN-2981,0.2857142857142857
NF-Corpus,PLAIN-2991,0.5
NF-Corpus,PLAIN-3001,0.5
NF-Corpus,PLAIN-3014,0.0
NF-Corpus,PLAIN-3026,1.0
NF-Corpus,PLAIN-3037,0.0
NF-Corpus,PLAIN-3053,0.6666666666666666
NF-Corpus,PLAIN-3063,0.0
NF-Corpus,PLAIN-3074,1.0
NF-Corpus,PLAIN-3085,1.0
NF-Corpus,PLAIN-3097,0.5
NF-Corpus,PLAIN-3116,1.0
NF-Corpus,PLAIN-3131,0.16666666666666666
NF-Corpus,PLAIN-3141,0.14705882352941177
NF-Corpus,PLAIN-3151,0.4444444444444444
NF-Corpus,PLAIN-3161,0.3488372093023256
NF-Corpus,PLAIN-3171,0.20588235294117646
NF-Corpus,PLAIN-3181,0.1111111111111111
NF-Corpus,PLAIN-3191,0.4375
NF-Corpus,PLAIN-3201,0.125
NF-Corpus,PLAIN-3211,0.0
NF-Corpus,PLAIN-3221,0.125
NF-Corpus,PLAIN-3231,0.25
NF-Corpus,PLAIN-3241,0.0
NF-Corpus,PLAIN-3251,0.09523809523809523
NF-Corpus,PLAIN-3261,0.15384615384615385
NF-Corpus,PLAIN-3271,0.061224489795918366
NF-Corpus,PLAIN-3281,0.11538461538461539
NF-Corpus,PLAIN-3292,0.7142857142857143
NF-Corpus,PLAIN-3302,0.3783783783783784
NF-Corpus,PLAIN-3312,0.6153846153846154
NF-Corpus,PLAIN-3322,0.0759493670886076
NF-Corpus,PLAIN-3332,0.6428571428571429
NF-Corpus,PLAIN-3342,1.0
NF-Corpus,PLAIN-3352,0.1794871794871795
NF-Corpus,PLAIN-3362,0.8181818181818182
NF-Corpus,PLAIN-3372,0.0
NF-Corpus,PLAIN-3382,0.2857142857142857
NF-Corpus,PLAIN-3392,0.08695652173913043
NF-Corpus,PLAIN-3402,0.07142857142857142
NF-Corpus,PLAIN-3412,0.14285714285714285
NF-Corpus,PLAIN-3422,0.5806451612903226
NF-Corpus,PLAIN-3432,0.21428571428571427
NF-Corpus,PLAIN-3442,0.06896551724137931
NF-Corpus,PLAIN-3452,0.4117647058823529
NF-Corpus,PLAIN-3462,0.4375
NF-Corpus,PLAIN-3472,0.058823529411764705
