dataset,dataset_slug,query_id,num_relevant_docs,num_judged_docs
NF-Corpus,nfcorpus,PLAIN-371,2,2
NF-Corpus,nfcorpus,PLAIN-383,5,5
NF-Corpus,nfcorpus,PLAIN-395,3,3
NF-Corpus,nfcorpus,PLAIN-407,3,3
NF-Corpus,nfcorpus,PLAIN-418,3,3
NF-Corpus,nfcorpus,PLAIN-430,8,8
NF-Corpus,nfcorpus,PLAIN-441,5,5
NF-Corpus,nfcorpus,PLAIN-457,5,5
NF-Corpus,nfcorpus,PLAIN-468,10,10
NF-Corpus,nfcorpus,PLAIN-478,1,1
NF-Corpus,nfcorpus,PLAIN-488,15,15
NF-Corpus,nfcorpus,PLAIN-499,34,34
NF-Corpus,nfcorpus,PLAIN-510,6,6
NF-Corpus,nfcorpus,PLAIN-520,1,1
NF-Corpus,nfcorpus,PLAIN-531,308,308
NF-Corpus,nfcorpus,PLAIN-541,6,6
NF-Corpus,nfcorpus,PLAIN-551,2,2
NF-Corpus,nfcorpus,PLAIN-561,25,25
NF-Corpus,nfcorpus,PLAIN-571,7,7
NF-Corpus,nfcorpus,PLAIN-583,44,44
NF-Corpus,nfcorpus,PLAIN-593,3,3
NF-Corpus,nfcorpus,PLAIN-603,1,1
NF-Corpus,nfcorpus,PLAIN-613,10,10
NF-Corpus,nfcorpus,PLAIN-623,41,41
NF-Corpus,nfcorpus,PLAIN-634,21,21
NF-Corpus,nfcorpus,PLAIN-645,29,29
NF-Corpus,nfcorpus,PLAIN-660,475,475
NF-Corpus,nfcorpus,PLAIN-671,1,1
NF-Corpus,nfcorpus,PLAIN-681,1,1
NF-Corpus,nfcorpus,PLAIN-691,21,21
NF-Corpus,nfcorpus,PLAIN-701,8,8
NF-Corpus,nfcorpus,PLAIN-711,57,57
NF-Corpus,nfcorpus,PLAIN-721,25,25
NF-Corpus,nfcorpus,PLAIN-731,54,54
NF-Corpus,nfcorpus,PLAIN-741,19,19
NF-Corpus,nfcorpus,PLAIN-751,7,7
NF-Corpus,nfcorpus,PLAIN-761,6,6
NF-Corpus,nfcorpus,PLAIN-771,3,3
NF-Corpus,nfcorpus,PLAIN-782,2,2
NF-Corpus,nfcorpus,PLAIN-792,6,6
NF-Corpus,nfcorpus,PLAIN-806,96,96
NF-Corpus,nfcorpus,PLAIN-817,1,1
NF-Corpus,nfcorpus,PLAIN-827,244,244
NF-Corpus,nfcorpus,PLAIN-838,9,9
NF-Corpus,nfcorpus,PLAIN-850,57,57
NF-Corpus,nfcorpus,PLAIN-872,1,1
NF-Corpus,nfcorpus,PLAIN-882,15,15
NF-Corpus,nfcorpus,PLAIN-892,92,92
NF-Corpus,nfcorpus,PLAIN-902,4,4
NF-Corpus,nfcorpus,PLAIN-913,34,34
NF-Corpus,nfcorpus,PLAIN-924,32,32
NF-Corpus,nfcorpus,PLAIN-934,101,101
NF-Corpus,nfcorpus,PLAIN-946,31,31
NF-Corpus,nfcorpus,PLAIN-956,206,206
NF-Corpus,nfcorpus,PLAIN-966,3,3
NF-Corpus,nfcorpus,PLAIN-977,3,3
NF-Corpus,nfcorpus,PLAIN-987,3,3
NF-Corpus,nfcorpus,PLAIN-997,2,2
NF-Corpus,nfcorpus,PLAIN-1008,5,5
NF-Corpus,nfcorpus,PLAIN-1018,60,60
NF-Corpus,nfcorpus,PLAIN-1028,1,1
NF-Corpus,nfcorpus,PLAIN-1039,2,2
NF-Corpus,nfcorpus,PLAIN-1050,94,94
NF-Corpus,nfcorpus,PLAIN-1066,9,9
NF-Corpus,nfcorpus,PLAIN-1088,5,5
NF-Corpus,nfcorpus,PLAIN-1098,5,5
NF-Corpus,nfcorpus,PLAIN-1109,98,98
NF-Corpus,nfcorpus,PLAIN-1119,11,11
NF-Corpus,nfcorpus,PLAIN-1130,1,1
NF-Corpus,nfcorpus,PLAIN-1141,16,16
NF-Corpus,nfcorpus,PLAIN-1151,153,153
NF-Corpus,nfcorpus,PLAIN-1161,1,1
NF-Corpus,nfcorpus,PLAIN-1172,19,19
NF-Corpus,nfcorpus,PLAIN-1183,25,25
NF-Corpus,nfcorpus,PLAIN-1193,18,18
NF-Corpus,nfcorpus,PLAIN-1203,12,12
NF-Corpus,nfcorpus,PLAIN-1214,17,17
NF-Corpus,nfcorpus,PLAIN-1225,27,27
NF-Corpus,nfcorpus,PLAIN-1236,5,5
NF-Corpus,nfcorpus,PLAIN-1249,4,4
NF-Corpus,nfcorpus,PLAIN-1262,10,10
NF-Corpus,nfcorpus,PLAIN-1275,55,55
NF-Corpus,nfcorpus,PLAIN-1288,196,196
NF-Corpus,nfcorpus,PLAIN-1299,61,61
NF-Corpus,nfcorpus,PLAIN-1309,4,4
NF-Corpus,nfcorpus,PLAIN-1320,6,6
NF-Corpus,nfcorpus,PLAIN-1331,1,1
NF-Corpus,nfcorpus,PLAIN-1342,16,16
NF-Corpus,nfcorpus,PLAIN-1353,4,4
NF-Corpus,nfcorpus,PLAIN-1363,11,11
NF-Corpus,nfcorpus,PLAIN-1374,26,26
NF-Corpus,nfcorpus,PLAIN-1387,12,12
NF-Corpus,nfcorpus,PLAIN-1398,103,103
NF-Corpus,nfcorpus,PLAIN-1409,253,253
NF-Corpus,nfcorpus,PLAIN-1419,65,65
NF-Corpus,nfcorpus,PLAIN-1429,6,6
NF-Corpus,nfcorpus,PLAIN-1441,186,186
NF-Corpus,nfcorpus,PLAIN-1453,245,245
NF-Corpus,nfcorpus,PLAIN-1463,24,24
NF-Corpus,nfcorpus,PLAIN-1473,1,1
NF-Corpus,nfcorpus,PLAIN-1485,54,54
NF-Corpus,nfcorpus,PLAIN-1496,1,1
NF-Corpus,nfcorpus,PLAIN-1506,15,15
NF-Corpus,nfcorpus,PLAIN-1516,2,2
NF-Corpus,nfcorpus,PLAIN-1527,202,202
NF-Corpus,nfcorpus,PLAIN-1537,45,45
NF-Corpus,nfcorpus,PLAIN-1547,6,6
NF-Corpus,nfcorpus,PLAIN-1557,26,26
NF-Corpus,nfcorpus,PLAIN-1568,2,2
NF-Corpus,nfcorpus,PLAIN-1579,5,5
NF-Corpus,nfcorpus,PLAIN-1590,18,18
NF-Corpus,nfcorpus,PLAIN-1601,74,74
NF-Corpus,nfcorpus,PLAIN-1611,6,6
NF-Corpus,nfcorpus,PLAIN-1621,4,4
NF-Corpus,nfcorpus,PLAIN-1635,431,431
NF-Corpus,nfcorpus,PLAIN-1645,6,6
NF-Corpus,nfcorpus,PLAIN-1656,28,28
NF-Corpus,nfcorpus,PLAIN-1667,159,159
NF-Corpus,nfcorpus,PLAIN-1679,1,1
NF-Corpus,nfcorpus,PLAIN-1690,4,4
NF-Corpus,nfcorpus,PLAIN-1700,5,5
NF-Corpus,nfcorpus,PLAIN-1710,16,16
NF-Corpus,nfcorpus,PLAIN-1721,31,31
NF-Corpus,nfcorpus,PLAIN-1731,3,3
NF-Corpus,nfcorpus,PLAIN-1741,420,420
NF-Corpus,nfcorpus,PLAIN-1752,1,1
NF-Corpus,nfcorpus,PLAIN-1762,8,8
NF-Corpus,nfcorpus,PLAIN-1772,2,2
NF-Corpus,nfcorpus,PLAIN-1784,2,2
NF-Corpus,nfcorpus,PLAIN-1794,2,2
NF-Corpus,nfcorpus,PLAIN-1805,116,116
NF-Corpus,nfcorpus,PLAIN-1817,27,27
NF-Corpus,nfcorpus,PLAIN-1827,3,3
NF-Corpus,nfcorpus,PLAIN-1837,196,196
NF-Corpus,nfcorpus,PLAIN-1847,11,11
NF-Corpus,nfcorpus,PLAIN-1857,33,33
NF-Corpus,nfcorpus,PLAIN-1867,7,7
NF-Corpus,nfcorpus,PLAIN-1877,36,36
NF-Corpus,nfcorpus,PLAIN-1887,4,4
NF-Corpus,nfcorpus,PLAIN-1897,2,2
NF-Corpus,nfcorpus,PLAIN-1909,463,463
NF-Corpus,nfcorpus,PLAIN-1919,27,27
NF-Corpus,nfcorpus,PLAIN-1929,10,10
NF-Corpus,nfcorpus,PLAIN-1940,12,12
NF-Corpus,nfcorpus,PLAIN-1950,13,13
NF-Corpus,nfcorpus,PLAIN-1962,13,13
NF-Corpus,nfcorpus,PLAIN-1972,11,11
NF-Corpus,nfcorpus,PLAIN-1983,32,32
NF-Corpus,nfcorpus,PLAIN-1995,11,11
NF-Corpus,nfcorpus,PLAIN-2009,8,8
NF-Corpus,nfcorpus,PLAIN-2019,3,3
NF-Corpus,nfcorpus,PLAIN-2030,6,6
NF-Corpus,nfcorpus,PLAIN-2040,132,132
NF-Corpus,nfcorpus,PLAIN-2051,355,355
NF-Corpus,nfcorpus,PLAIN-2061,410,410
NF-Corpus,nfcorpus,PLAIN-2071,45,45
NF-Corpus,nfcorpus,PLAIN-2081,1,1
NF-Corpus,nfcorpus,PLAIN-2092,10,10
NF-Corpus,nfcorpus,PLAIN-2102,421,421
NF-Corpus,nfcorpus,PLAIN-2113,1,1
NF-Corpus,nfcorpus,PLAIN-2124,17,17
NF-Corpus,nfcorpus,PLAIN-2134,12,12
NF-Corpus,nfcorpus,PLAIN-2145,9,9
NF-Corpus,nfcorpus,PLAIN-2156,6,6
NF-Corpus,nfcorpus,PLAIN-2167,1,1
NF-Corpus,nfcorpus,PLAIN-2177,24,24
NF-Corpus,nfcorpus,PLAIN-2187,9,9
NF-Corpus,nfcorpus,PLAIN-2197,58,58
NF-Corpus,nfcorpus,PLAIN-2209,2,2
NF-Corpus,nfcorpus,PLAIN-2220,9,9
NF-Corpus,nfcorpus,PLAIN-2230,7,7
NF-Corpus,nfcorpus,PLAIN-2240,11,11
NF-Corpus,nfcorpus,PLAIN-2250,2,2
NF-Corpus,nfcorpus,PLAIN-2261,60,60
NF-Corpus,nfcorpus,PLAIN-2271,10,10
NF-Corpus,nfcorpus,PLAIN-2281,1,1
NF-Corpus,nfcorpus,PLAIN-2291,5,5
NF-Corpus,nfcorpus,PLAIN-2301,13,13
NF-Corpus,nfcorpus,PLAIN-2311,2,2
NF-Corpus,nfcorpus,PLAIN-2321,5,5
NF-Corpus,nfcorpus,PLAIN-2332,97,97
NF-Corpus,nfcorpus,PLAIN-2343,2,2
NF-Corpus,nfcorpus,PLAIN-2354,5,5
NF-Corpus,nfcorpus,PLAIN-2364,15,15
NF-Corpus,nfcorpus,PLAIN-2375,2,2
NF-Corpus,nfcorpus,PLAIN-2386,19,19
NF-Corpus,nfcorpus,PLAIN-2396,18,18
NF-Corpus,nfcorpus,PLAIN-2408,5,5
NF-Corpus,nfcorpus,PLAIN-2430,46,46
NF-Corpus,nfcorpus,PLAIN-2440,21,21
NF-Corpus,nfcorpus,PLAIN-2450,38,38
NF-Corpus,nfcorpus,PLAIN-2460,31,31
NF-Corpus,nfcorpus,PLAIN-2470,73,73
NF-Corpus,nfcorpus,PLAIN-2480,18,18
NF-Corpus,nfcorpus,PLAIN-2490,23,23
NF-Corpus,nfcorpus,PLAIN-2500,7,7
NF-Corpus,nfcorpus,PLAIN-2510,46,46
NF-Corpus,nfcorpus,PLAIN-2520,73,73
NF-Corpus,nfcorpus,PLAIN-2530,72,72
NF-Corpus,nfcorpus,PLAIN-2540,21,21
NF-Corpus,nfcorpus,PLAIN-2550,25,25
NF-Corpus,nfcorpus,PLAIN-2560,21,21
NF-Corpus,nfcorpus,PLAIN-2570,40,40
NF-Corpus,nfcorpus,PLAIN-2580,23,23
NF-Corpus,nfcorpus,PLAIN-2590,63,63
NF-Corpus,nfcorpus,PLAIN-2600,10,10
NF-Corpus,nfcorpus,PLAIN-2610,61,61
NF-Corpus,nfcorpus,PLAIN-2620,55,55
NF-Corpus,nfcorpus,PLAIN-2630,48,48
NF-Corpus,nfcorpus,PLAIN-2640,48,48
NF-Corpus,nfcorpus,PLAIN-2650,29,29
NF-Corpus,nfcorpus,PLAIN-2660,27,27
NF-Corpus,nfcorpus,PLAIN-2670,35,35
NF-Corpus,nfcorpus,PLAIN-2680,14,14
NF-Corpus,nfcorpus,PLAIN-2690,43,43
NF-Corpus,nfcorpus,PLAIN-2700,10,10
NF-Corpus,nfcorpus,PLAIN-2710,21,21
NF-Corpus,nfcorpus,PLAIN-2720,36,36
NF-Corpus,nfcorpus,PLAIN-2730,29,29
NF-Corpus,nfcorpus,PLAIN-2740,50,50
NF-Corpus,nfcorpus,PLAIN-2750,59,59
NF-Corpus,nfcorpus,PLAIN-2760,8,8
NF-Corpus,nfcorpus,PLAIN-2770,41,41
NF-Corpus,nfcorpus,PLAIN-2780,22,22
NF-Corpus,nfcorpus,PLAIN-2790,59,59
NF-Corpus,nfcorpus,PLAIN-2800,24,24
NF-Corpus,nfcorpus,PLAIN-2810,8,8
NF-Corpus,nfcorpus,PLAIN-2820,8,8
NF-Corpus,nfcorpus,PLAIN-2830,3,3
NF-Corpus,nfcorpus,PLAIN-2840,17,17
NF-Corpus,nfcorpus,PLAIN-2850,9,9
NF-Corpus,nfcorpus,PLAIN-2860,2,2
NF-Corpus,nfcorpus,PLAIN-2870,5,5
NF-Corpus,nfcorpus,PLAIN-2880,17,17
NF-Corpus,nfcorpus,PLAIN-2890,29,29
NF-Corpus,nfcorpus,PLAIN-2900,12,12
NF-Corpus,nfcorpus,PLAIN-2910,15,15
NF-Corpus,nfcorpus,PLAIN-2920,7,7
NF-Corpus,nfcorpus,PLAIN-2930,14,14
NF-Corpus,nfcorpus,PLAIN-2940,22,22
NF-Corpus,nfcorpus,PLAIN-2950,2,2
NF-Corpus,nfcorpus,PLAIN-2960,2,2
NF-Corpus,nfcorpus,PLAIN-2970,9,9
NF-Corpus,nfcorpus,PLAIN-2981,7,7
NF-Corpus,nfcorpus,PLAIN-2991,2,2
NF-Corpus,nfcorpus,PLAIN-3001,2,2
NF-Corpus,nfcorpus,PLAIN-3014,1,1
NF-Corpus,nfcorpus,PLAIN-3026,1,1
NF-Corpus,nfcorpus,PLAIN-3037,4,4
NF-Corpus,nfcorpus,PLAIN-3053,3,3
NF-Corpus,nfcorpus,PLAIN-3063,4,4
NF-Corpus,nfcorpus,PLAIN-3074,1,1
NF-Corpus,nfcorpus,PLAIN-3085,2,2
NF-Corpus,nfcorpus,PLAIN-3097,4,4
NF-Corpus,nfcorpus,PLAIN-3116,1,1
NF-Corpus,nfcorpus,PLAIN-3131,6,6
NF-Corpus,nfcorpus,PLAIN-3141,34,34
NF-Corpus,nfcorpus,PLAIN-3151,18,18
NF-Corpus,nfcorpus,PLAIN-3161,43,43
NF-Corpus,nfcorpus,PLAIN-3171,34,34
NF-Corpus,nfcorpus,PLAIN-3181,27,27
NF-Corpus,nfcorpus,PLAIN-3191,16,16
NF-Corpus,nfcorpus,PLAIN-3201,32,32
NF-Corpus,nfcorpus,PLAIN-3211,18,18
NF-Corpus,nfcorpus,PLAIN-3221,24,24
NF-Corpus,nfcorpus,PLAIN-3231,8,8
NF-Corpus,nfcorpus,PLAIN-3241,29,29
NF-Corpus,nfcorpus,PLAIN-3251,21,21
NF-Corpus,nfcorpus,PLAIN-3261,13,13
NF-Corpus,nfcorpus,PLAIN-3271,49,49
NF-Corpus,nfcorpus,PLAIN-3281,26,26
NF-Corpus,nfcorpus,PLAIN-3292,7,7
NF-Corpus,nfcorpus,PLAIN-3302,37,37
NF-Corpus,nfcorpus,PLAIN-3312,13,13
NF-Corpus,nfcorpus,PLAIN-3322,79,79
NF-Corpus,nfcorpus,PLAIN-3332,14,14
NF-Corpus,nfcorpus,PLAIN-3342,3,3
NF-Corpus,nfcorpus,PLAIN-3352,39,39
NF-Corpus,nfcorpus,PLAIN-3362,11,11
NF-Corpus,nfcorpus,PLAIN-3372,14,14
NF-Corpus,nfcorpus,PLAIN-3382,14,14
NF-Corpus,nfcorpus,PLAIN-3392,23,23
NF-Corpus,nfcorpus,PLAIN-3402,14,14
NF-Corpus,nfcorpus,PLAIN-3412,49,49
NF-Corpus,nfcorpus,PLAIN-3422,31,31
NF-Corpus,nfcorpus,PLAIN-3432,42,42
NF-Corpus,nfcorpus,PLAIN-3442,29,29
NF-Corpus,nfcorpus,PLAIN-3452,17,17
NF-Corpus,nfcorpus,PLAIN-3462,64,64
NF-Corpus,nfcorpus,PLAIN-3472,17,17
