feature,coefficient
query_tfidf__neuronal,-0.15742103246011527
query_tfidf__carnitine,-0.15673061070366048
query_tfidf__male,-0.15541430139636891
query_tfidf__cross,-0.15517848387391783
query_tfidf__improves,0.15510282440536757
query_tfidf__type diabetes,-0.15496917106037894
query_tfidf__not predictive,-0.15488899608255544
query_tfidf__predictive,-0.15488899608255544
query_tfidf__predictive of,-0.15488899608255544
query_tfidf__been,0.15382959282690387
query_tfidf__system,-0.153243870263352
query_tfidf__crohn disease,-0.15289449744276207
query_tfidf__of crohn,-0.15289449744276207
query_tfidf__crohn,-0.15289449744276207
query_tfidf__rapid,0.1528130016141656
query_tfidf__long,-0.1526109572424889
query_tfidf__cytokines,-0.15191785013160386
query_tfidf__inflammatory cytokines,-0.15191785013160386
query_tfidf__diversity,-0.15025645721562458
query_tfidf__after transplantation,-0.15025645721562458
query_tfidf__diversity after,-0.15025645721562458
query_tfidf__tcr diversity,-0.15025645721562458
query_tfidf__homozygous,-0.15014171002974638
query_tfidf__should,-0.14985170671197148
query_tfidf__greater,-0.14973061437606447
query_tfidf__non,-0.14963690221471437
query_tfidf__decreasing homelessness,0.1496210324746861
query_tfidf__decreasing,0.1496210324746861
query_tfidf__at decreasing,0.1496210324746861
query_tfidf__homelessness,0.1496210324746861
query_tfidf__uk,-0.14961535978523505
query_tfidf__are there,0.14919445710841342
query_tfidf__resistance to,-0.14902283139403558
query_tfidf__avocados,0.14873109474577215
query_tfidf__up,-0.14766946727053437
query_tfidf__faster,-0.14695604291523634
query_tfidf__arabidopsis,0.14652539816666338
query_tfidf__require vps9a,0.14652539816666338
query_tfidf__vps9a,0.14652539816666338
query_tfidf__localization,0.14652539816666338
query_tfidf__localization of,0.14652539816666338
query_tfidf__pin1,0.14652539816666338
query_tfidf__require,0.14652539816666338
query_tfidf__of pin1,0.14652539816666338
query_tfidf__not require,0.14652539816666338
query_tfidf__pin1 in,0.14652539816666338
numeric__bm25_top10_entropy,-0.1463875355245339
query_tfidf__being,-0.14591707115162408
query_tfidf__strand,-0.14543857760322348
query_tfidf__make,-0.1453336134697428
query_tfidf__relationship,-0.14439776168569357
query_tfidf__relationship between,-0.14439776168569357
query_tfidf__the expression,-0.1441724675700201
query_tfidf__best,0.1433189821205375
query_tfidf__uterine,-0.14329057543341264
query_tfidf__suppresses,-0.14271810202451665
query_tfidf__be,0.14213228191164848
query_tfidf__risks,0.1420801603505514
query_tfidf__the covid,-0.14159661812407062
query_tfidf__accumulation,-0.1415427221022696
query_tfidf__accumulation is,-0.1415427221022696
query_tfidf__sugar,-0.14122410915683767
query_tfidf__detect,0.1407736349871622
query_tfidf__high levels,0.14060785775336773
query_tfidf__cancers,-0.14026575832914395
query_tfidf__origin,-0.13991735591848464
query_tfidf__available,0.13986796601386675
query_tfidf__that are,0.1397959612872717
query_tfidf__the sars,-0.13793648033243563
query_tfidf__bypass,-0.1373353723910492
query_tfidf__help,0.13706739957551595
query_tfidf__the activation,0.13694717471403284
query_tfidf__postoperative,-0.13647170480391357
query_tfidf__of postoperative,-0.13647170480391357
query_tfidf__loss of,-0.13607976325861826
query_tfidf__response to,-0.13583241738536989
query_tfidf__ca2,0.13577586954776608
query_tfidf__quality,-0.13560157923577662
query_tfidf__of secondary,0.13559109501988945
query_tfidf__there is,-0.1355443704938553
query_tfidf__formation,-0.13415733332602178
query_tfidf__where,-0.1330937183978471
numeric__query_word_count,0.13263491635352864
query_tfidf__stem cells,-0.13249168988659743
query_tfidf__genomic,-0.13233864964513
query_tfidf__effect,-0.13163870111274922
query_tfidf__including,0.13141412701373126
query_tfidf__interferon,0.1313892271747103
query_tfidf__our,0.1313890351204222
query_tfidf__aged,-0.13115156671497533
query_tfidf__occupancy,0.13108431378079338
query_tfidf__monocytes have,0.13089958108850133
query_tfidf__inflammatory capacity,0.13089958108850133
query_tfidf__lo,0.13089958108850133
query_tfidf__ly6c hi,0.13089958108850133
query_tfidf__ly6c lo,0.13089958108850133
query_tfidf__hi,0.13089958108850133
query_tfidf__hi monocytes,0.13089958108850133
query_tfidf__lower inflammatory,0.13089958108850133
query_tfidf__injury,0.13076515422228843
query_tfidf__information,-0.13030973578968874
query_tfidf__often,-0.13004978824359584
query_tfidf__often do,-0.13004978824359584
query_tfidf__lupus,-0.12976248204258342
query_tfidf__transcription start,-0.12924255254011868
query_tfidf__identifying,-0.12924255254011868
query_tfidf__success identifying,-0.12924255254011868
query_tfidf__identifying transcription,-0.12924255254011868
query_tfidf__terminal cleavage,-0.12924255254011868
query_tfidf__start sites,-0.12924255254011868
query_tfidf__success,-0.12924255254011868
query_tfidf__start,-0.12924255254011868
query_tfidf__cleavage,-0.12924255254011868
query_tfidf__interleukin,-0.1282683396090134
query_tfidf__cardiovascular,-0.12716637822293364
query_tfidf__chronic,0.12702484344327167
query_tfidf__mirna,-0.12669869862425454
query_tfidf__co ir,-0.12628019251064415
query_tfidf__with co,-0.12628019251064415
query_tfidf__co,-0.12628019251064415
query_tfidf__adverse,-0.12628019251064415
query_tfidf__autoimmune events,-0.12628019251064415
query_tfidf__adverse autoimmune,-0.12628019251064415
query_tfidf__blockade,-0.12628019251064415
query_tfidf__ir blockade,-0.12628019251064415
query_tfidf__cancer patients,-0.12628019251064415
query_tfidf__active,0.12605696026398336
query_tfidf__effects,-0.12583756080206918
query_tfidf__have lower,0.12476562086896513
query_tfidf__monocytes,0.12454969851427167
query_tfidf__more likely,0.12406567701095836
query_tfidf__for covid,0.12272291533807224
query_tfidf__step,-0.12232776453367952
query_tfidf__incidence,-0.12180792793287654
query_tfidf__study,0.12175787317217522
query_tfidf__cytoplasmic,-0.1212239325711704
query_tfidf__those,-0.12071674374670542
query_tfidf__blood,0.12035739243012336
query_tfidf__linked,-0.12029718524160259
query_tfidf__to covid,0.12023458228875315
query_tfidf__up regulation,0.11976919669295678
query_tfidf__from,0.11953338475556027
query_tfidf__is determined,0.11946893690450228
query_tfidf__determined,0.11946893690450228
query_tfidf__reduced,-0.11935226676096955
query_tfidf__plants,-0.11932827572542698
query_tfidf__exposure to,-0.11910374381430473
query_tfidf__phosphorylation,-0.11870407339585727
query_tfidf__cells,0.11855043293728362
query_tfidf__derived,-0.11848224111563689
query_tfidf__milk,0.11843404495675837
query_tfidf__activation of,-0.1184324791010474
query_tfidf__toxic,0.11822723021017892
query_tfidf__occurs,-0.11818798104229078
query_tfidf__women,-0.11669974161895262
query_tfidf__are more,0.11661390335810919
query_tfidf__likely to,0.11637405964773982
query_tfidf__via,0.1158469845062628
query_tfidf__result in,-0.11566305640469642
query_tfidf__effect on,-0.11561737331090842
query_tfidf__no effect,-0.11561737331090842
query_tfidf__female,0.11510232578710505
query_tfidf__less,0.115029781364416
query_tfidf__for,0.11249827445774974
query_tfidf__through,0.11241960769586297
query_tfidf__reduce,-0.11101946702791891
query_tfidf__involvement,-0.10892173337139019
query_tfidf__involvement in,-0.10892173337139019
query_tfidf__alterations,-0.10802247678289055
query_tfidf__the loss,-0.10801316022444798
query_tfidf__induced,-0.10794780735219825
query_tfidf__in human,0.10762264315074888
query_tfidf__prevention,0.10734596774125499
query_tfidf__plasma,0.1067809894159567
query_tfidf__lymphotropic,-0.10635879769191119
query_tfidf__lymphotropic virus,-0.10635879769191119
query_tfidf__virus type,-0.10635879769191119
query_tfidf__functions,-0.10627394481075904
query_tfidf__chemotherapy,-0.10617045316024669
query_tfidf__efficacy,-0.10617045316024669
query_tfidf__important in,-0.10589337296941896
query_tfidf__to the,0.10571823137815124
query_tfidf__bleeding,-0.1056760703126363
query_tfidf__cervical,-0.10505379324310017
query_tfidf__myelopathy,-0.10491065148594085
query_tfidf__more,0.10409342653400859
query_tfidf__significantly,-0.10359043209779835
query_tfidf__rate of,-0.10349204398607167
query_tfidf__and treatment,0.10347476983631272
query_tfidf__concentrations,0.10303701861750854
query_tfidf__cov,-0.10161185479531464
query_tfidf__sars cov,-0.10161185479531464
query_tfidf__chenodeosycholic acid,0.10136757009904565
query_tfidf__acid treatment,0.10136757009904565
query_tfidf__chenodeosycholic,0.10136757009904565
query_tfidf__energy expenditure,0.10136757009904565
query_tfidf__expenditure,0.10136757009904565
query_tfidf__whole body,0.10136757009904565
query_tfidf__body energy,0.10136757009904565
query_tfidf__of neutrophil,-0.10126205247174871
query_tfidf__with breast,0.10119643236099393
query_tfidf__probiotics,0.10088003783359852
query_tfidf__lack,-0.10046061155343393
numeric__doc_word_count_std,-0.10030459324310245
query_tfidf__hnf4a mutations,-0.10015103244973789
query_tfidf__hnf4a,-0.10015103244973789
query_tfidf__along,-0.1000993467642447
query_tfidf__use of,-0.10006181641775098
query_tfidf__diabetes,0.09936400874763036
query_tfidf__study is,-0.09826221951313979
query_tfidf__availability of,-0.09826221951313979
query_tfidf__of safe,-0.09826221951313979
query_tfidf__the availability,-0.09826221951313979
query_tfidf__safe places,-0.09826221951313979
query_tfidf__places,-0.09826221951313979
query_tfidf__places to,-0.09826221951313979
query_tfidf__to study,-0.09826221951313979
query_tfidf__generated,-0.09705165314401588
query_tfidf__generated by,-0.09705165314401588
query_tfidf__is generated,-0.09705165314401588
query_tfidf__how long,-0.09672216184941805
query_tfidf__parasites,0.09659152500361791
query_tfidf__deletion of,-0.09642520398120724
query_tfidf__deletion,-0.09642520398120724
query_tfidf__populations,0.09553750318857093
query_tfidf__cell transfusion,0.09550712835289188
query_tfidf__red blood,0.09550712835289188
query_tfidf__blood cell,0.09550712835289188
query_tfidf__complications in,0.09550712835289188
query_tfidf__infectious,0.09550712835289188
query_tfidf__infectious complications,0.09550712835289188
query_tfidf__leuko,0.09550712835289188
query_tfidf__in red,0.09550712835289188
query_tfidf__transfusion,0.09550712835289188
query_tfidf__some,0.095297810975345
query_tfidf__leukemia,-0.09471917189110449
query_tfidf__cell survival,-0.09467324559742153
query_tfidf__therapy,0.09427699169874272
query_tfidf__healthiest,0.09354190133570794
numeric__doc_word_count_mean,-0.0925454994821213
query_tfidf__the cell,-0.09184481142666369
query_tfidf__sex,-0.09150797994092828
query_tfidf__and dna,-0.09142122633378427
query_tfidf__airway,-0.09134633136241406
query_tfidf__airway inflammation,-0.09134633136241406
query_tfidf__of tuberculosis,-0.09100291681725411
query_tfidf__are the,0.09072637179721617
query_tfidf__for the,-0.09066642421583791
query_tfidf__cells promotes,-0.09033746647181534
query_tfidf__incidence of,0.09024704893065448
query_tfidf__homeostasis,0.08983824054754275
query_tfidf__the regulation,0.08983824054754275
query_tfidf__mesenchymal,-0.08969436050950041
query_tfidf__mesenchymal stem,-0.08969436050950041
query_tfidf__function,-0.08791575197046544
query_tfidf__raises,-0.08763397001860967
query_tfidf__types,-0.08756212006928223
query_tfidf__preventing the,-0.08697057100869365
query_tfidf__subjects,0.08696848805154545
query_tfidf__sequestration of,-0.0867446829002927
query_tfidf__nf2 merlin,-0.0867446829002927
query_tfidf__phosphorylation and,-0.0867446829002927
query_tfidf__of yap,-0.0867446829002927
query_tfidf__subsequent cytoplasmic,-0.0867446829002927
query_tfidf__subsequent,-0.0867446829002927
query_tfidf__in drosophila,-0.0867446829002927
query_tfidf__yap,-0.0867446829002927
query_tfidf__nf2,-0.0867446829002927
query_tfidf__sequestration,-0.0867446829002927
query_tfidf__merlin,-0.0867446829002927
query_tfidf__and subsequent,-0.0867446829002927
query_tfidf__drosophila,-0.0867446829002927
query_tfidf__yap in,-0.0867446829002927
query_tfidf__cytoplasmic sequestration,-0.0867446829002927
query_tfidf__antibodies,0.08591471248646547
query_tfidf__body,-0.08542163705092297
query_tfidf__prone,-0.08541785941873227
query_tfidf__one,0.08528561880198829
query_tfidf__individuals,-0.08524975083196114
query_tfidf__expression,-0.08511634582531413
query_tfidf__cov genome,0.08496804540877692
query_tfidf__is important,0.08478191311438837
query_tfidf__important,0.08478191311438837
query_tfidf__responses,-0.08453620187896085
query_tfidf__dexamethasone,0.08395332453353346
numeric__query_punctuation_ratio,0.08307824387954015
query_tfidf__activated,-0.08288096745970557
query_tfidf__repair,-0.08267235681737965
query_tfidf__decrease,0.08229286203530571
query_tfidf__sexual,-0.08227329077565698
query_tfidf__sexual dysfunction,-0.08227329077565698
query_tfidf__cause,-0.08197788395621129
numeric__query_digit_ratio,-0.0814017589866482
query_tfidf__hematopoietic,0.08132568903354465
query_tfidf__transplanted human,0.08126574935463747
query_tfidf__glial,0.08126574935463747
query_tfidf__human glial,0.08126574935463747
query_tfidf__host,0.08126574935463747
query_tfidf__transplanted,0.08126574935463747
query_tfidf__used to,0.08120832781979782
query_tfidf__used,0.08120832781979782
query_tfidf__is used,0.08120832781979782
query_tfidf__neurons,0.08053762506628201
query_tfidf__ligand,-0.08037634446668554
query_tfidf__the mechanism,-0.07957472857434603
query_tfidf__mechanism of,-0.07957472857434603
query_tfidf__radiation,0.079565344298929
query_tfidf__varenicline,-0.07903212051624199
query_tfidf__up to,-0.07902815120420423
query_tfidf__is effective,0.07855387459347783
query_tfidf__about,0.0783966553638171
query_tfidf__is the,0.07765319714632254
query_tfidf__the effects,0.07755295027126463
query_tfidf__effects of,0.07755295027126463
query_tfidf__models,-0.07721207277833773
query_tfidf__are not,0.07577048764621701
query_tfidf__il 10,-0.07528185531154705
query_tfidf__mutation,-0.07504787061858302
query_tfidf__impacted,0.0738367128189276
query_tfidf__has the,0.0738367128189276
query_tfidf__pandemic impacted,0.0738367128189276
query_tfidf__19 pandemic,-0.07229656290970776
query_tfidf__pandemic,-0.07229656290970776
query_tfidf__tumors,-0.0699124577417278
query_tfidf__fibrosis,0.06989836594558531
query_tfidf__long term,-0.06983591340170686
query_tfidf__delivery,0.06973791024455503
query_tfidf__activity,0.06931844033508716
query_tfidf__diabetes in,-0.0682385219642549
query_tfidf__symptoms of,0.0681109279324927
query_tfidf__the,0.06788574626191732
query_tfidf__inflammatory,-0.0678777870380486
query_tfidf__inflammation,0.06784964169007451
query_tfidf__risk for,0.06731567694988455
query_tfidf__from covid,0.06675420787196673
query_tfidf__structure,0.06673856652254344
query_tfidf__result,0.06644256178525987
query_tfidf__induction,-0.06605697610058885
query_tfidf__10,-0.06562889584361836
query_tfidf__epilepsy,-0.06448410571364864
query_tfidf__febrile seizures,-0.06448410571364864
query_tfidf__for development,-0.06448410571364864
query_tfidf__seizures,-0.06448410571364864
query_tfidf__febrile,-0.06448410571364864
query_tfidf__threshold,-0.06448410571364864
query_tfidf__threshold for,-0.06448410571364864
query_tfidf__of epilepsy,-0.06448410571364864
query_tfidf__the threshold,-0.06448410571364864
query_tfidf__related,0.06396383228598528
query_tfidf__incrnas,-0.06380490127320707
query_tfidf__by incrnas,-0.06380490127320707
query_tfidf__of ribosomes,-0.06380490127320707
query_tfidf__occupancy of,-0.06380490127320707
query_tfidf__ribosomes,-0.06380490127320707
query_tfidf__ribosomes by,-0.06380490127320707
query_tfidf__weight gain,0.06344453662390165
query_tfidf__gain,0.06344453662390165
query_tfidf__is more,-0.06260582433170092
query_tfidf__venules have,0.06169660965346416
query_tfidf__src,0.06107878589232356
query_tfidf__do not,-0.06027748936791743
query_tfidf__with covid,-0.060178723463098764
query_tfidf__survival,-0.05976437584583615
query_tfidf__intestinal,-0.05970021742207256
query_tfidf__residues,0.05883425120055903
numeric__query_unique_ratio,0.058580739210518276
query_tfidf__more than,0.057518205415699235
query_tfidf__longer,-0.056851003524809846
query_tfidf__of inflammatory,-0.05555163012180373
query_tfidf__single,-0.055486055077649477
query_tfidf__determination in,-0.05503183823643564
query_tfidf__in somatic,-0.05503183823643564
query_tfidf__determination,-0.05503183823643564
query_tfidf__somatic cells,-0.05503183823643564
query_tfidf__sex determination,-0.05503183823643564
query_tfidf__somatic,-0.05503183823643564
query_tfidf__autonomous,-0.05503183823643564
query_tfidf__cell autonomous,-0.05503183823643564
query_tfidf__autonomous sex,-0.05503183823643564
query_tfidf__dendritic cells,-0.05373600502376677
query_tfidf__dendritic,-0.05373600502376677
query_tfidf__data,-0.05280349466097163
query_tfidf__enzyme inhibitors,-0.052741901549942675
query_tfidf__angiotensin converting,-0.052741901549942675
query_tfidf__converting,-0.052741901549942675
query_tfidf__converting enzyme,-0.052741901549942675
query_tfidf__angiotensin,-0.052741901549942675
query_tfidf__acid,-0.051433230446838965
query_tfidf__tcr,-0.05120073497110322
query_tfidf__ten,0.05058284524497591
query_tfidf__secondary,0.05050376416005422
query_tfidf__are associated,0.050274445393531104
query_tfidf__activity of,-0.0498988653892542
query_tfidf__bipolar,-0.0498988653892542
query_tfidf__bypass thrombosis,-0.049602294364567624
query_tfidf__femoropopliteal bypass,-0.049602294364567624
query_tfidf__of femoropopliteal,-0.049602294364567624
query_tfidf__femoropopliteal,-0.049602294364567624
query_tfidf__hyperfibrinogenemia,-0.049602294364567624
query_tfidf__cow,-0.04916707768810723
query_tfidf__infected with,-0.04913874729331588
query_tfidf__when,-0.048888175797740845
query_tfidf__cancer risk,0.0481846761393031
query_tfidf__stromal,-0.04791931559771319
query_tfidf__constipation,-0.047765249016529274
query_tfidf__thrombosis,-0.047500270402770016
query_tfidf__is there,0.047275260316944616
query_tfidf__what evidence,0.047275260316944616
query_tfidf__evidence is,0.047275260316944616
query_tfidf__with varenicline,-0.046677643517148475
query_tfidf__replacement therapies,-0.046677643517148475
query_tfidf__or bupropion,-0.046677643517148475
query_tfidf__combination nicotine,-0.046677643517148475
query_tfidf__weeks,-0.046677643517148475
query_tfidf__therapies,-0.046677643517148475
query_tfidf__bupropion,-0.046677643517148475
query_tfidf__nicotine,-0.046677643517148475
query_tfidf__nicotine replacement,-0.046677643517148475
query_tfidf__therapies with,-0.046677643517148475
query_tfidf__monotherapy,-0.046677643517148475
query_tfidf__varenicline monotherapy,-0.046677643517148475
query_tfidf__varenicline or,-0.046677643517148475
query_tfidf__is an,-0.04597492738384655
query_tfidf__which,-0.045947031254057094
query_tfidf__infarction,-0.04493774941326609
query_tfidf__macrolides,-0.04493774941326609
query_tfidf__myocardial infarction,-0.04493774941326609
query_tfidf__against myocardial,-0.04493774941326609
query_tfidf__growth,0.04487323264021644
query_tfidf__the spread,-0.04452295324634357
query_tfidf__spread of,-0.04452295324634357
query_tfidf__spread,-0.04452295324634357
query_tfidf__pork,-0.044492626463195274
query_tfidf__adenovirus 36,-0.04428763142494628
query_tfidf__36,-0.04428763142494628
query_tfidf__adenovirus,-0.04428763142494628
query_tfidf__species,0.044266382899407986
query_tfidf__by,0.04399533974182403
query_tfidf__from the,0.04370622390193207
query_tfidf__on the,-0.04345167136616046
query_tfidf__beta,-0.043007643553195606
query_tfidf__regulatory,-0.04244917584349504
query_tfidf__regulatory cells,-0.04244917584349504
query_tfidf__phenotype,-0.042443450852226595
query_tfidf__association,-0.04179847096608332
query_tfidf__mental,-0.04124073079358357
query_tfidf__triggered,0.03947784621993081
query_tfidf__the inner,0.0387160907428982
query_tfidf__inner,0.0387160907428982
query_tfidf__due to,0.03779551577267673
query_tfidf__due,0.03779551577267673
query_tfidf__higher rate,-0.03774779446762158
query_tfidf__dementia,0.0375213735209847
query_tfidf__αvβ8,-0.035079502143645504
query_tfidf__availability,0.03501064840007156
query_tfidf__good,0.03490677477458314
query_tfidf__infection,0.03431030273793118
query_tfidf__two,-0.03408836093780608
query_tfidf__true,-0.03344747356953866
query_tfidf__factors,0.032621528310957965
query_tfidf__anti interleukin,-0.0326023401904807
query_tfidf__of mesenchymal,-0.0326023401904807
query_tfidf__interleukin receptor,-0.0326023401904807
query_tfidf__than induction,-0.0326023401904807
query_tfidf__induction therapy,-0.0326023401904807
query_tfidf__with anti,-0.0326023401904807
query_tfidf__receptor antibodies,-0.0326023401904807
query_tfidf__autologous transplantation,-0.0326023401904807
query_tfidf__therapy with,-0.0326023401904807
query_tfidf__transplantation of,-0.0326023401904807
query_tfidf__autologous,-0.0326023401904807
query_tfidf__have been,-0.03239897605842767
query_tfidf__hypertension,-0.03190027340633105
query_tfidf__public,0.03147825189124029
query_tfidf__carriers of,0.031234024449601102
query_tfidf__animal,0.0309730174919686
query_tfidf__impact,-0.030772849609603393
query_tfidf__in patients,-0.030653256531106107
query_tfidf__transmission,0.03060612133906365
query_tfidf__conventional,0.030509330377561723
query_tfidf__ligase,-0.029860964374169695
query_tfidf__recover,-0.0298488465101579
query_tfidf__recover from,-0.0298488465101579
query_tfidf__who recover,-0.0298488465101579
query_tfidf__increase the,-0.02908001989389666
query_tfidf__than,-0.02886651287932481
query_tfidf__symptoms,-0.028496056217185258
query_tfidf__kidney,-0.028359129775563065
query_tfidf__gene,-0.027947547892382785
query_tfidf__effective at,0.027717892494171507
query_tfidf__develop,-0.02763768930228755
query_tfidf__regulates,-0.027353291177501758
query_tfidf__prevent,0.02730101541217059
query_tfidf__gene cluster,0.02679213061401365
query_tfidf__cluster,0.02679213061401365
query_tfidf__the ureabiefgh,0.02679213061401365
query_tfidf__ureabiefgh gene,0.02679213061401365
query_tfidf__ureabiefgh,0.02679213061401365
query_tfidf__with higher,-0.02651068561390687
query_tfidf__this,-0.02463448197846099
query_tfidf__opportunistic,-0.02433680639748043
query_tfidf__infections than,-0.02433680639748043
query_tfidf__opportunistic infections,-0.02433680639748043
query_tfidf__cells causes,-0.02433680639748043
query_tfidf__guidelines,-0.023941017779131046
query_tfidf__cytosol,-0.023408562458581715
query_tfidf__had,0.022468661179892702
query_tfidf__capacity,0.020537191151956756
query_tfidf__if,-0.02039058366706952
query_tfidf__any,0.02021140667761206
query_tfidf__lack of,-0.019225849962653106
query_tfidf__stem cell,-0.01798941629212842
query_tfidf__infected,0.01783983198280869
query_tfidf__dependent,0.01651088704873036
query_tfidf__cytology to,0.016330637737785796
query_tfidf__cytology,0.016330637737785796
query_tfidf__to detect,0.016330637737785796
query_tfidf__carriers,-0.015809103793539364
query_tfidf__known about,-0.015719394480702007
query_tfidf__is known,-0.015719394480702007
query_tfidf__known,-0.015719394480702007
query_tfidf__of acute,-0.015650579560950742
query_tfidf__genome,-0.01564427292924825
query_tfidf__increased,0.014902544240634568
query_tfidf__by activating,-0.014877068715417264
query_tfidf__activating,-0.014877068715417264
query_tfidf__treat,0.014716863065734182
query_tfidf__to treat,0.014716863065734182
query_tfidf__control of,-0.014237551335573926
query_tfidf__iron,0.013758841563255032
query_tfidf__visual,-0.013742083462300119
query_tfidf__neural,0.01331379249508228
query_tfidf__screening,0.01313066388099151
query_tfidf__dragon,0.012625978180574407
query_tfidf__carries,0.011698566069707726
query_tfidf__phenotype in,-0.011333147977930355
query_tfidf__regulation of,-0.01084268132637345
query_tfidf__curcumin,0.010643992655550093
query_tfidf__methylation,0.009503531881458025
query_tfidf__lead to,-0.009033512260646956
query_tfidf__calcium,-0.008901171086299193
query_tfidf__in elderly,-0.008795853062135138
query_tfidf__elderly,-0.008795853062135138
query_tfidf__suppressing,-0.008081841774933143
numeric__bm25_score_mean,-0.00797711321332242
query_tfidf__that,-0.007915310555503331
query_tfidf__outcomes,-0.007690724105359078
query_tfidf__related to,0.007391389925627319
query_tfidf__assembly of,0.007247008435029486
query_tfidf__what is,0.006380414120533735
query_tfidf__take,-0.006358815622107507
query_tfidf__assembly,0.006324813024552191
query_tfidf__expression in,-0.006169045249061413
query_tfidf__alphabeta,-0.006169045249061413
query_tfidf__alphabeta production,-0.006169045249061413
query_tfidf__production and,-0.006169045249061413
query_tfidf__in ipsc,-0.006169045249061413
query_tfidf__increases alphabeta,-0.006169045249061413
query_tfidf__tau phosphorylation,-0.006169045249061413
query_tfidf__gaba neuron,-0.006169045249061413
query_tfidf__gaba,-0.006169045249061413
query_tfidf__degeneration,-0.006169045249061413
query_tfidf__derived neurons,-0.006169045249061413
query_tfidf__apoe4 expression,-0.006169045249061413
query_tfidf__ipsc,-0.006169045249061413
query_tfidf__neuron degeneration,-0.006169045249061413
query_tfidf__and tau,-0.006169045249061413
query_tfidf__ipsc derived,-0.006169045249061413
query_tfidf__neuron,-0.006169045249061413
query_tfidf__tau,-0.006169045249061413
query_tfidf__neurons increases,-0.006169045249061413
query_tfidf__access,-0.005105996053021409
query_tfidf__access format,-0.005105996053021409
query_tfidf__published in,-0.005105996053021409
query_tfidf__published,-0.005105996053021409
query_tfidf__format are,-0.005105996053021409
query_tfidf__format,-0.005105996053021409
query_tfidf__open access,-0.005105996053021409
query_tfidf__cited than,-0.005105996053021409
query_tfidf__traditional journals,-0.005105996053021409
query_tfidf__journals,-0.005105996053021409
query_tfidf__traditional,-0.005105996053021409
query_tfidf__open,-0.005105996053021409
query_tfidf__cited,-0.005105996053021409
query_tfidf__be cited,-0.005105996053021409
query_tfidf__than traditional,-0.005105996053021409
query_tfidf__in open,-0.005105996053021409
query_tfidf__articles,-0.005105996053021409
query_tfidf__to be,-0.005105996053021409
query_tfidf__articles published,-0.005105996053021409
query_tfidf__produce,-0.0048446405746440414
query_tfidf__they,-0.001748703815804602
query_tfidf__benefits,0.0010353181567244287
query_tfidf__stroke,-0.0005951855336625815
query_tfidf__hospital,-0.00040404508039438485
